timestamp,label,LOF_score,IsoForest_score,KNN_score,Incremental_score,GRU_score,LSTM_score,CNN_score,Transformer_score,VAE_score,ENS_score
2014-12-20 04:00:00,0,0.03803146,0.27789660815474626,0.1604809352278,0.15220614,0.08147779,0.07844387,0.01413731,0.07574403,0.38923657,0.14085052369702755
2014-12-20 04:30:00,0,0.03935349,0.4009857820579956,0.16255871192773902,0.33271414,0.08333378,0.08004645,0.018966308,0.07546868,0.37512904,0.17428404370916797
2014-12-20 05:00:00,0,0.040685177,0.3215994268129183,0.162921404867504,0.41692263,0.08473543,0.08121877,0.020231936,0.075865455,0.37028533,0.1749406181249492
2014-12-20 05:30:00,0,0.04151225,0.5138283714322274,0.1631380804609105,0.44479206,0.08686471,0.08304297,0.01702601,0.07519,0.3777756,0.20035222967905986
2014-12-20 06:00:00,0,0.039834023,0.4213354263453706,0.16322932818308478,0.44127622,0.09036568,0.08527259,0.012612673,0.0750733,0.39248273,0.1912757742708648
2014-12-20 06:30:00,0,0.040324807,0.36525404726183197,0.16190085039374896,0.3958705,0.09490026,0.08851472,0.015944222,0.07626802,0.41710165,0.18400878700730253
2014-12-20 07:00:00,0,0.037695527,0.31203285537365666,0.16249238258929605,0.40899056,0.09985853,0.08983468,0.015701083,0.08040583,0.4477626,0.18386378476027554
2014-12-20 07:30:00,0,0.032985926,0.40148795169665874,0.16322519077022402,0.3435189,0.09267837,0.082724415,0.021027913,0.083416,0.4669513,0.18755733197235838
2014-12-20 08:00:00,0,0.02865541,0.46930680309509576,0.1628505385529645,0.29172468,0.081552796,0.07213834,0.019114783,0.084085084,0.47429588,0.1870804800627318
2014-12-20 08:30:00,0,0.028695345,0.5175883390120557,0.17040720183529368,0.17334402,0.0726728,0.063877895,0.02159179,0.08253534,0.476105,0.17853530361144282
2014-12-20 09:00:00,0,0.03102374,0.5962501603122732,0.16546801102350406,0.116876304,0.06433401,0.055833813,0.01487658,0.08042215,0.47166458,0.17741659414685662
2014-12-20 09:30:00,0,0.027369976,0.5918126897525102,0.16585319734800713,0.036705576,0.059724428,0.05289021,0.01540075,0.08183948,0.46561825,0.16635717333583033
2014-12-20 10:00:00,0,0.020228267,0.5710179665840798,0.16611677098572264,0.077223405,0.059035383,0.051993564,0.008987465,0.08760831,0.4651306,0.16748241403988262
2014-12-20 10:30:00,0,0.019016862,0.6781336092110539,0.16642528720158867,0.19500382,0.059808973,0.053618126,0.016302614,0.09017399,0.47207367,0.19450632854360028
2014-12-20 11:00:00,0,0.020652771,0.8037592304005763,0.1640261106730615,0.23329209,0.062112477,0.05599384,0.01878513,0.0874501,0.4689511,0.21278031722589397
2014-12-20 11:30:00,0,0.020035267,0.7071050333518496,0.15912262461106358,0.30686733,0.06490558,0.05936177,0.027675327,0.082973026,0.47453716,0.21139812443202013
2014-12-20 12:00:00,0,0.020191193,0.5901511178416374,0.1735850829190106,0.3503865,0.071510665,0.06618401,0.02586998,0.08089279,0.4847761,0.20706082686570457
2014-12-20 12:30:00,0,0.023526907,0.8066810915515887,0.18887008910107322,0.3592618,0.08009275,0.07433673,0.02336115,0.0795077,0.49840742,0.23711618373370655
2014-12-20 13:00:00,0,0.025804758,0.6502748932924884,0.20028267018255796,0.35896167,0.08795352,0.08186226,0.020728843,0.081204385,0.51310945,0.22446471697161308
2014-12-20 13:30:00,0,0.034570456,0.7328772355763231,0.20273353214900247,0.33833835,0.09315857,0.087002456,0.015902573,0.086655445,0.5234391,0.23496419173680158
2014-12-20 14:00:00,0,0.035856724,0.7189123319786734,0.20823545161856427,0.33615166,0.09679213,0.08995287,0.018255113,0.09117023,0.5320565,0.23637589132177902
2014-12-20 14:30:00,0,0.034855008,0.603001531199201,0.20875232072817934,0.3230316,0.09920309,0.08959957,0.018878892,0.09040752,0.5383766,0.2229006850892814
2014-12-20 15:00:00,0,0.034284234,0.6667376442568909,0.21536855209270422,0.3160857,0.1047918,0.09197943,0.019462803,0.08706484,0.5439841,0.2310843457602499
2014-12-20 15:30:00,0,0.035043478,0.5809130108808311,0.2153808004551206,0.29160348,0.10926518,0.097120665,0.018260812,0.084647685,0.55984324,0.22134203871751168
2014-12-20 16:00:00,0,0.036022305,0.6338391318474041,0.21819669197767189,0.15817332,0.10691284,0.09877156,0.015957383,0.08695145,0.55670214,0.2123918683979329
2014-12-20 16:30:00,0,0.03753972,0.6666314728099678,0.22518081612794244,0.042365212,0.09852075,0.09270463,0.02415158,0.09111433,0.55695754,0.20390733908756398
2014-12-20 17:00:00,0,0.039013743,0.6293052380975066,0.22580147961359592,0.13283359,0.09602897,0.091351904,0.0142689245,0.09507347,0.5578781,0.20906170993523593
2014-12-20 17:30:00,0,0.03369701,0.6484240685830489,0.22706910042364398,0.2802842,0.09630201,0.091826774,0.017388046,0.098613456,0.5632129,0.22853528130683495
2014-12-20 18:00:00,0,0.034734607,0.6325510308397995,0.229784000036723,0.35115826,0.09539234,0.0909531,0.016397197,0.09800957,0.56467277,0.2348503189940061
2014-12-20 18:30:00,0,0.033753872,0.6785480622696802,0.23008579364717985,0.43300855,0.09473029,0.089024186,0.018700669,0.09382295,0.5607623,0.2480485174184378
2014-12-20 19:00:00,0,0.03447628,0.7318329686764677,0.2298038235288718,0.48506,0.09452982,0.087116465,0.019540658,0.0863446,0.55873096,0.2586039537862016
2014-12-20 19:30:00,0,0.033297062,0.6579290374895468,0.23348966364617668,0.46649474,0.09289031,0.084841065,0.015555626,0.0812734,0.54445666,0.24558084003887892
2014-12-20 20:00:00,0,0.031321406,0.47800136205246346,0.24583768854958687,0.38014242,0.09074639,0.081954,0.019208627,0.08168301,0.53097,0.2155405424199868
2014-12-20 20:30:00,0,0.028933883,0.5388201357227409,0.2510872847564127,0.35634622,0.091376,0.08161227,0.020368973,0.085282974,0.50661665,0.21782715416372872
2014-12-20 21:00:00,0,0.02683258,0.4167561556040642,0.25205672459687284,0.34948608,0.09208398,0.08161182,0.013627632,0.09241278,0.49253651,0.2019338077867246
2014-12-20 21:30:00,0,0.025383472,0.3727494737872963,0.25251814095806197,0.3791134,0.0917115,0.08159244,0.012402379,0.103588134,0.47960094,0.1998510979679734
2014-12-20 22:00:00,0,0.02551496,0.4451932307063462,0.2556499065521943,0.40170908,0.09012954,0.08028408,0.016466735,0.11569256,0.46397313,0.21051258123354236
2014-12-20 22:30:00,0,0.024628878,0.4507527335862296,0.2700140317954267,0.43913984,0.08909079,0.0787935,0.024393111,0.12699498,0.4453033,0.21656790679315308
2014-12-20 23:00:00,0,0.024571538,0.297043975847437,0.2829461076712184,0.46405077,0.091031216,0.07902711,0.0527505,0.13706653,0.4450139,0.20816685074932392
2014-12-20 23:30:00,0,0.023417115,0.3543704717039873,0.2890449930280726,0.49273485,0.09566434,0.077717036,0.026423916,0.14945713,0.4443006,0.21701449307832554
2014-12-21 00:00:00,0,0.024557352,0.4953745513596246,0.29200502008303325,0.47841427,0.09194309,0.07555577,0.040546436,0.1588257,0.4362844,0.23261184216592648
2014-12-21 00:30:00,0,0.027403593,0.44739017201265696,0.29568610226761355,0.43120778,0.093778186,0.0737463,0.026387682,0.15344235,0.43996105,0.22100035681873786
2014-12-21 01:00:00,0,0.022831678,0.5887524702704692,0.30116036901517174,0.3689089,0.09615323,0.071754105,0.021973884,0.14031252,0.4355765,0.2274915188194545
2014-12-21 01:30:00,0,0.025157213,0.6449560131296135,0.30523694146834435,0.2853436,0.096837886,0.070488125,0.024460856,0.12862094,0.4355979,0.22407771732057555
2014-12-21 02:00:00,0,0.027245164,0.7000597218029796,0.3086596811633787,0.23020501,0.09746627,0.06864269,0.016500242,0.12173279,0.43453243,0.22278266686173037
2014-12-21 02:30:00,0,0.027405024,0.6041338042049791,0.3117114604581477,0.12807436,0.098004036,0.06839248,0.016057095,0.1261937,0.43591574,0.20176529997971618
2014-12-21 03:00:00,0,0.027430296,0.6771748699001368,0.31597951760782106,0.033618502,0.0988657,0.06713125,0.014657851,0.14189832,0.43647015,0.20146960677748726
2014-12-21 03:30:00,0,0.02737093,0.45390066932825057,0.319538698020692,0.06010846,0.09958718,0.065217495,0.015411311,0.15539148,0.43496856,0.18127719872224038
2014-12-21 04:00:00,0,0.027566195,0.4042713310041357,0.32054287960830663,0.1340267,0.10142252,0.06388924,0.013076756,0.15737334,0.42945397,0.18351365962832794
2014-12-21 04:30:00,0,0.03018105,0.6553599216773662,0.3217992721390379,0.32842657,0.101976044,0.06471866,0.010459355,0.15050921,0.4303879,0.2326464444095471
2014-12-21 05:00:00,0,0.030318141,0.61685508582568,0.3216554882959284,0.4192808,0.10096743,0.06387817,0.01208703,0.14389797,0.43128285,0.23780255078654974
2014-12-21 05:30:00,0,0.030540824,0.7970290420174013,0.3212912670728192,0.45864102,0.09920839,0.06248668,0.013206897,0.14093159,0.4346418,0.2619975025557372
2014-12-21 06:00:00,0,0.030345082,0.800631784801098,0.3213315879748325,0.44582108,0.09813452,0.06181533,0.008300677,0.14329016,0.43661347,0.26069818751116797
2014-12-21 06:30:00,0,0.030278444,0.6452905790580417,0.32145621856089845,0.44775048,0.09968014,0.062561594,0.009279052,0.14469115,0.42677003,0.24308418811832036
2014-12-21 07:00:00,0,0.030272841,0.5382111612652984,0.3206668436418779,0.44805065,0.100155115,0.062177494,0.011502427,0.14612132,0.44787908,0.23389299219914117
2014-12-21 07:30:00,0,0.029926062,0.5442496669990433,0.3185578825964964,0.39921483,0.10091596,0.06222718,0.01568559,0.14610334,0.4533407,0.23002458012597485
2014-12-21 08:00:00,0,0.02959013,0.5708479575620764,0.3157577029315065,0.35916865,0.10043988,0.062293857,0.013909907,0.14864409,0.46244487,0.22923300457363993
2014-12-21 08:30:00,0,0.02824092,0.4955455231996506,0.3133346815001995,0.28122008,0.10119719,0.06319178,0.01642291,0.15373701,0.47133294,0.21380255872093043
2014-12-21 09:00:00,0,0.028678298,0.5102589912692803,0.31316656296711787,0.2201646,0.10272846,0.06464278,0.012243014,0.15525013,0.47909424,0.2095807861675406
2014-12-21 09:30:00,0,0.029489875,0.4512389323290602,0.3117847665021223,0.07395741,0.102849066,0.06715123,0.018443285,0.15110828,0.47970435,0.1873030223923239
2014-12-21 10:00:00,0,0.03196907,0.5009842786504777,0.31071512651344035,0.018261472,0.10373427,0.07312233,0.010063257,0.14737338,0.4849628,0.18679844151772768
2014-12-21 10:30:00,0,0.033138394,0.6729585287949682,0.30984442114223565,0.16168915,0.10377851,0.07845216,0.030343236,0.14290819,0.4807635,0.22376400916300654
2014-12-21 11:00:00,0,0.032869816,0.5514909001635786,0.307116593725109,0.17335144,0.103717335,0.07882231,0.023300087,0.13421956,0.481016,0.20954489362199566
2014-12-21 11:30:00,0,0.031585813,0.44851156009041127,0.3033707712485026,0.2261318,0.101775765,0.0745321,0.030915704,0.12704578,0.477345,0.20235714211700045
2014-12-21 12:00:00,0,0.030402899,0.5940913972640232,0.29273939889732586,0.24662654,0.09755066,0.06763574,0.034443133,0.12405831,0.46622562,0.21708596711457387
2014-12-21 12:30:00,0,0.029916883,0.5563640721079128,0.2835764306441293,0.29426178,0.09556657,0.064416945,0.037275195,0.12294603,0.4610619,0.21615397841943373
2014-12-21 13:00:00,0,0.030165315,0.5506412941011796,0.27615338167610254,0.271709,0.09150865,0.060638346,0.024104247,0.121002495,0.45272115,0.20873820794566095
2014-12-21 13:30:00,0,0.028337121,0.5772989533971966,0.2748182843944507,0.25768855,0.08789571,0.05840682,0.025762329,0.118726745,0.4529285,0.20909589147901422
2014-12-21 14:00:00,0,0.028389812,0.7786072523857328,0.2695138670068942,0.26574925,0.08484132,0.056369524,0.025246326,0.11467042,0.4426355,0.22955814112697637
2014-12-21 14:30:00,0,0.028615117,0.5779094780937708,0.26726872670901936,0.24529739,0.08199914,0.05339578,0.018206919,0.11051857,0.44125202,0.20271812640440892
2014-12-21 15:00:00,0,0.027194858,0.5149541606477399,0.25975928001680465,0.22716083,0.0796809,0.04902875,0.022620907,0.10862589,0.43645346,0.1917198922129621
2014-12-21 15:30:00,0,0.026944876,0.5149336488781433,0.25416397322838674,0.20675184,0.07933773,0.04643492,0.020523855,0.11028169,0.42675152,0.18734711756254321
2014-12-21 16:00:00,0,0.0267725,0.4402213628519469,0.25665404026587274,0.13437712,0.07995214,0.04898417,0.019148191,0.11625016,0.4248637,0.17191370912356332
2014-12-21 16:30:00,0,0.027426243,0.5869002126973157,0.2557112551599794,0.05479925,0.07520317,0.045495633,0.021664822,0.12092554,0.4273876,0.17950152485946083
2014-12-21 17:00:00,0,0.025068045,0.597271610451056,0.25491710389518196,0.1151258,0.073372744,0.043778285,0.015788479,0.12559201,0.42152867,0.18582697114745203
2014-12-21 17:30:00,0,0.025165558,0.32555823563567543,0.25333302531979374,0.19886266,0.072772175,0.044732194,0.015664386,0.12934475,0.42296186,0.1653772042480593
2014-12-21 18:00:00,0,0.025626898,0.2951618680606547,0.2508203360062033,0.2279326,0.07110432,0.045338795,0.013776669,0.13003027,0.41945124,0.16436033299257857
2014-12-21 18:30:00,0,0.025486588,0.32950317734173673,0.24839503503901667,0.21819973,0.06661249,0.045311674,0.016122766,0.12642497,0.40113223,0.16413207276083214
2014-12-21 19:00:00,0,0.023506641,0.4280027187402897,0.2467285543717982,0.20263575,0.060671218,0.044427715,0.016066747,0.1216903,0.3715796,0.16836769277656405
2014-12-21 19:30:00,0,0.02317965,0.32442352588454604,0.24602714596902497,0.15508625,0.0586515,0.044620443,0.015442192,0.12052781,0.3419542,0.14776807981005963
2014-12-21 20:00:00,0,0.01828885,0.27270216084075827,0.24328059247766892,0.087213516,0.0631496,0.044831783,0.020168636,0.12201423,0.32215664,0.13264511222440645
2014-12-21 20:30:00,0,0.017332435,0.48242416767675067,0.2399482166782964,0.100505084,0.06607498,0.04209866,0.019422352,0.12606335,0.3112343,0.15612261551790532
2014-12-21 21:00:00,0,0.017879248,0.5636929508841604,0.24216678694164517,0.06907696,0.0694312,0.038971953,0.017567554,0.12788771,0.29526976,0.16021601387829854
2014-12-21 21:30:00,0,0.018519282,0.3875036563908054,0.2411102386331767,0.08284017,0.07119963,0.03758921,0.0149069475,0.1286415,0.27745023,0.13997343009076962
2014-12-21 22:00:00,0,0.022087455,0.23591648814760013,0.23957176182321288,0.050340146,0.07324213,0.038709592,0.020746136,0.12864035,0.26132697,0.11895344766624984
2014-12-21 22:30:00,0,0.019308448,0.3515208706637978,0.23400141208593606,0.030824143,0.076942705,0.04285146,0.020307474,0.12968498,0.23102959,0.12627456460068862
2014-12-21 23:00:00,0,0.018121481,0.2724536347949087,0.22665102838766243,0.10092642,0.08151035,0.048663385,0.059797663,0.1296055,0.21041147,0.12757121558534598
2014-12-21 23:30:00,0,0.021143794,0.31401960968957177,0.22902728618994245,0.17064282,0.0853495,0.052232075,0.02311281,0.12438581,0.18444149,0.1338172445797266
2014-12-22 00:00:00,0,0.022518158,0.35864955711696744,0.2312984772742674,0.25227875,0.0808619,0.055243373,0.048458036,0.12644802,0.1688026,0.1493954296857594
2014-12-22 00:30:00,0,0.024894476,0.2967695677137474,0.229552273614334,0.32413894,0.07738019,0.05283185,0.02718184,0.11559249,0.1631416,0.14572035727387633
2014-12-22 01:00:00,0,0.026395798,0.43255368919051307,0.22753568348731956,0.3951845,0.07466144,0.048207585,0.018853411,0.10215961,0.17540608,0.16677308776127298
2014-12-22 01:30:00,0,0.026470423,0.3293096250070313,0.2243782390503944,0.4412333,0.07337907,0.044708915,0.018933073,0.09435766,0.19983962,0.16140110387980983
2014-12-22 02:00:00,0,0.029851437,0.35133499627868403,0.2222221737345177,0.46918848,0.07135268,0.04195627,0.018200241,0.08738986,0.22985053,0.16903851863185704
2014-12-22 02:30:00,0,0.02814281,0.387636176581859,0.21929643178301345,0.5010454,0.06997544,0.0409399,0.017815247,0.08240361,0.27211887,0.17993043217712557
2014-12-22 03:00:00,0,0.028885484,0.3255644386580645,0.21773517618600025,0.5158376,0.06839962,0.04014999,0.015474875,0.07988401,0.31342295,0.17837268366800865
2014-12-22 03:30:00,0,0.021593213,0.24222014497490107,0.2162029598138318,0.52702826,0.06650026,0.03938585,0.02731589,0.07513707,0.36262074,0.17533382180453144
2014-12-22 04:00:00,0,0.023738027,0.13805439623169313,0.21374726810375866,0.5064049,0.065584175,0.039178044,0.016004374,0.06918325,0.40036884,0.1635848058956555
2014-12-22 04:30:00,0,0.02323842,0.2512047088160294,0.21238615133784572,0.51167864,0.06670985,0.040848717,0.011882299,0.06809054,0.42148566,0.17861388797264866
